app,content,score
Amazon Prime Video,App ga bisa di buka error login padahal udh langganan,2
Amazon Prime Video,"saya sudah daftar menggunakan nomor telepon Telkomsel dan telah membeli paket combo yang berisi gratis akses 30 hari ke aplikasi prime video. tapi begitu sudah daftar akun, saya hanya diberi akses gratis selama 7 hari. kemudian saya log-out, dan ketika hendak login kembali, nomor dan kata sandi saya disebutkan salah, padahal sudah benar. lol sistem aplikasinya begitu buruk!",1
Amazon Prime Video,"Aplikasi ini susaaahhhh sekali untuk digunakan. Sudah langganan, tapi setiap mau putar film selalu kembali ke halaman utama👍 jadi tidak bisa menonton.",1
Amazon Prime Video,Bagus apknya wajib download..filmya kalu bisa di update lagi,5
Amazon Prime Video,"Aplikasi menipu, Tolong kembalikan pulsa saya 120rb lenyap, Langganan bulanan nonton tp sudah saya ikuti dari di by-u sampai beli di aplikasi prime nya juga tidak bisa di tonton.. Harus nya saya sudah berlangganan 2 bln ini yg 1 bln saja tidak aktif dan tidak bisa nanton apapun.. Tolong tanggung jawab nya ya.🤬🤬🤬",1
Amazon Prime Video,"Kualitas layar burik, subtitle kadang ga muncul klo baru buka film, film/serial juga ngga lengkap klo d banding prime luar, trus kadang tiba2 berubah jadi ga langganan jadi harus login ulang",3
Amazon Prime Video,"lemot parah padahal jaringan lancar kalau dipake apl lain. terus kualitas videonya jelek, padahal sudah disetting yang terbaik. subtitlenya juga kadang muncul kadang ngga. mohon untuk ditingkatkan lagi",3
Amazon Prime Video,"Aku udah coba pake bantuan tetap aja nggak login padahal udah beli langgan tapi kalau gini percuma mending nonton bajakan aja kalau nggak bisa- bisa, masalahnya di (bantu kami melindungi akun anda) tapi tidak membantu sama sekali",1
Amazon Prime Video,"Telkomsel kalau bikin join kasih yang menguntungkan lah, jangan jadi penipuan publik.. buat apa video prime nggak bisa dibuka,sama juga dengan paket combo yang paket multimedia..paket multimedia itu juga nggak bisa di pakai,jadi dimohon agar costumers puas harus di perbaiki lagi ke depan nya.Tks.",1
Amazon Prime Video,Katanya beli paket tsel sdh termasuk aktifasi. Sy smp 2 bln sdh isi 2x paket katanya gratis nonton prime video. Tp pas masuk ttp suruh bayar berlangganan. Sy kira kaya disney+ hotstar langsung bisa nonton ternyata ngga👎👎,1
Amazon Prime Video,"Aplikasi rusak, padahal beli kuota giganet di Telkomsel ada keterangan langganan prime video, tapi begitu buka app nya ngga berlangganan, yg bener yg mana sih? Mondar mandir log in masih ngga berlangganan juga, tolong benerin dong aplikasinya, percuma saya download ulang masih begini juga, dari awal udah bikin kecewa",1
Amazon Prime Video,Vidio tidak bisa di putar . Tidak kluar gambar cuman suara,1
Amazon Prime Video,"Berlangganan ini karena paket telkomsel oktober, tapi di November tidak langganan telkomsel kembali, pulsa terpotomg otomatis kurang lebih 74.003 dan tidak ada pemberitahuan terlebih dahulu Ribet untuk signnya harus memasukkan kartu debit atau kredit untuk memulai pemakaian Karena itu dibulan sebelumnya pun saya tidak pakai sama sekali Tanggal 2 Nov 2022 setelah pulsa terpotong, notifikasi diaplikasi,anda belum berlangganan, sedangkan digoogle keterangan sudah berlangganan",1
Amazon Prime Video,"Udah beli paket diotak atik ga bisa buat nonton juga, di coba lagi beli paket tetep ga bisa juga. Nyebelin bgt, padahal udah aktivasi paket nya usah buat aku juga tetep ga bisa di tonton video nya",1
Amazon Prime Video,Filmnya bagus² namun kurang di bagian downloadnya karena yg di download g bisa diputar kalau masa aktifnya habis. Hrsnya msh bs diputar kan download juga itu tidak gratis pake data. Ms iya kita simpan buat nonton nanti malah g bs juga ......,4
Amazon Prime Video,"Ga bener bener nih apk 😂 klo bisa ngasih bintang dibawah 1 gw kasih -5 gajelas banget apknya dari dulu udh banyak yg komplain untuk tambahin fitur pengaturan resolusi eh sampe sekarang ga ada perubahan. Terus subtitlenya juga ga jelas orang udh pencet subtitle indo malah yg keluar Melayu. Giliran ganti film subtitlenya malah delay delay hadeh gak habis pikir sama nih apk. Yg mau langganan mending pikir pikir dulu deh klo kata gw mendingan Disney+ atau nggak Netflix, ngga dulu deh prime video.",1
Amazon Prime Video,"Salah satu ott yg berkembang pesat di Indonesia setahun terakhir ini. Fitur yg saya suka bgt di Prime itu ada informasi cast dan nama karakter tiap lagi nge-pause film yg lagi tayang. Banyak juga film2 jadul yg bahkan kita ga kepikiran utk searching itu. Keep it up, thank's Prime ✨",5
Amazon Prime Video,"Sangat sulit untuk login, pdhal sudah berlangganan dari paket kuota telkomsel. Login menggunakan no hp dan email selalu gagal. Pernah sekali berhasil login tp tdk bisa nonton harus berbayar pdhal sudah berlangganan. Telkomsel baiknya kembali berlangganan dgn disney saja.",1
Amazon Prime Video,"Perbaikin dulu aplikasimu, masa dapat gratisan dari telkomsel gak bisa dipakai. Apaan tuh? Nyesel beli paket yg ada gratisan prime videonya. Tau gitu beli yg ada disneynya aja. Masa ya mau daftar aja ribet bgt, disney aja daftar pakek nomer tlpn dah dapet gratisan 30hrnya, lah ini? Harus aktivasi dulu. Belum juga login susah bgt jadi ribet",1
Amazon Prime Video,"Sumpah ini aplikasi gk guna buat penonton indonesia gk kayak disney hotstar ada audio indonesianya lah ini semua nya mengecewakan, nonton gk lancar sering loading sendiri, gk jernih filmnya, gk ada film animasi disney + nya banyak banget kekurangannya, gk cocok ni aplikasi uninstal aja lah",1
Amazon Prime Video,"Bobrok bgt apk ini.. uda film jelek2, fitur ga lengkap, option ga jelas, masih jauh dibanding disney+ hotstar,. Gini kok mau2 nya Telkomsel kerjasama di masukin bundling paket internetnya.. terasa rugi bgt loh.. pelanggan telkomsel yg beli bundling paket internet yg ada free prime video nya 30hr.. pantesan dpt rating jelek bgt ni apk.. 👎👎👎",1
Amazon Prime Video,"Masalahnya fatal, paling utama kualitas pemutaran video tidak bisa HD di device Xiaomi Redmi Note 7 dan mungkin juga pada device lain dan pada subtitle yang masih belum lengkap pada beberapa video.",1
Amazon Prime Video,"Aneh banget. Saya sudah berlangganan melalui mytelkomsel tapi susah sekali login, dan selalu disuruh berlangganan lagi ketika ingin streaming, terus gunanya dari mytelkomsel itu apa?... Beda sekali sama app sebelah yang birokrasi simpel dan mudah.",1
Amazon Prime Video,"Tolong di tambah pengaturan tingkat kwalitas pemutaran video, kwalitas streaming tidak stabil pecah pecah, saya pakai WiFi 20mbps, Disney, YouTube, tiktok, Instagram, Facebook, jarang ada kendala streaming, duit kalian banyak, dan Amazon itu punya layanan cloud server, kok bisa sih sampai kwalitas streaming pakai server Abal Abal 🤦",1
Amazon Prime Video,Sangat lemot selalu gagal memutar videonya. sedangkan nonton netflix dan disney hotstar lancar2 saja dengan kualitas gambar juga jernih. Jadi yg salah aplikasi nya apa internetnya kok selalu keterangan suruh cek internetnya 🤦‍♀️,1
Amazon Prime Video,"kenapa telkomsel harus langganan di aplikasin ini, mending di disney hotstar , aplikasi mudah di akses dan ga ribet, ini buat daftar akun ajah harus bolak balek web site nya, mana ga bsa di akses lagi , padahal sdh registrasi, pas mau login ga bsa dan semua video tdk bsa di akses , tlong di bantu perbaikannya dlu bru baru di launching aplikasi nya, sangat kecewa!",1
Amazon Prime Video,"Buffering lama, Loading Lama, Subtitle dan bahasa kurang lengkap. Padahal ini BERBAYAR LOH. Kalah sama App lain yg Gratisan skalipun. Buat yg mau langganan, mending pikir2 dulu deh. Jgn smpe nyesel kyk gw.",1
Amazon Prime Video,"Serial-serial di aplikasi ini sangat menarik, the boys dan invisible sangat direkomendasikan. Tetapi beberapa serial, biasa saja. Kekurangan di Aplikasi streaming ini adalah: 1. Di beberapa serial, subtitlenya untuk bahasa indonesia tidak lengkap di beberapa episode. Jadi terpaksa pakai subtitle bahasa melayu hahahahah. Kalau bahasa melayu udah bikin pusing pake english aja, itung-itung belajar bahasa inggris. 2. Untuk video yg sudah di download, tidak bisa memilih subtitle.Hanya bisa non aktif",5
Amazon Prime Video,"Tiba tiba tidak bisa menonton karena dianggap tidak memiliki langganan Prime Video, padahal tiap bulan secara otomatis sudah dipotong untuk berlangganan... Dan sepertinya dilihat dari berbagai ulasan di play store, tidak ada respon dari pengembang untuk memperbaiki atau meminta maaf atas kesalahan yang mereka buat...",1
Amazon Prime Video,"Semakin berkurang bintangnya, krn berlangganan saya tidak bisa dipakai. Udah lapor, jawabnya eskalasi, udah 2 minggu lebih tetap tidk bisa dipakai. Jawabannya selalu sama seeprti ini Hi Berikut hasil eskalasi dari team terkait ya kak Status akun aktif pada tanggal aktivasi 2024-02-01 21:47:16, silahkan login menggunakan no 628xxxxxxxxxx atau email yang terdaftar pada saat melakukan aktivasi Terima kasih.",1
Amazon Prime Video,"Tiap aktivasi berhasil, setiap mau nonton prime video di aplikasinya malah di arahkan untuk berlangganan lagi. Padahal paket di telkomsel sudah include langganan kan. Sampe kapan woy gue gak bisa nonton padahal udah bayar langganan di paket telkomsel",1
Amazon Prime Video,"Tolong, untuk subtitle bahasa indonesia di tambahkan, di karenakan ada film dan TV series yang tidak memiliki subtitle bahasa Indonesia. Pemahaman saya dalam bahasa Inggris sangat buruk, terkadang saya sulit dalam memahami alur cerita karena terbatasnya saya dalam bahasa Inggris Terima kasih.",5
Amazon Prime Video,"Aplikasi ampas,percuma telkomsel kerjasama..masa iya daftar ga bisa bisa,trs malah katanya udah ada akun di no sy,ngimpi...percobaan kedua no bisa tp ga ada dpt sms kode verifikasi nya berjam jam. Benerin dl aplikasi baru kerjasama..aplikasi ampas gini juga saya bisa buat program dan coding nya. Woy telkomsel baca neh komen"" para pemakai telkomsel..udah bagus kerjasama sama disney atau netflix malah kerjasama di aplikasi ampas gini..wkwkwkw suram bahian tim brand development marketing makan.",1
Amazon Prime Video,Ini kenapa tidak bisa muncul video nya ya (hanya text saja) jika pakai mode mirorring ke media TV. Coba dari fitur bawaan prime videonya juga tidak bisa. Tolong diperbaiki lagi untuk system mirorring nya.,1
Amazon Prime Video,"Banyak film yg bisa kita temukan lewat aplikasi ini, sangat menyenangkan, saat kita sedang menanti sesuatu jadi tidak membosankan sambil kita menonton film-film kegemaran kita, dapat juga kita menikmati kelanjutan cerita nya di lain waktu, it is an amazing feature",5
Amazon Prime Video,"Aku pake android tv, siang ada subtitle pas malem coba setel ulang mau ngelanjutin nonton tb² subtitle udah ilang padahal masih di pilihan mode aktif, bisa tolong ditanggapin kenapa sih?, apa masalahnya?",3
Amazon Prime Video,"Aplikasinya apaan nih, streamingnya jelek putus2 loadingvterus kayak gak punya kuota. Padahal sinyal bagus, pake wifi rumah buat youtube, netflix iqiyi aman2 aja ga ngelag. Lah apaan nih.. Jelek",1
Amazon Prime Video,"Aplikasi error, udah login keluar lagi login keluar lagi. Punya koneksi internet bagus malah dibilang gangguan, periksa koneksi internet anda. Mau cari film, malah dibilang kami tidak bisa memproses permintaan anda. Mau masuk pake website masalahnya sama. Trus fungsi prome video sendiri apa? Paketnya udah dibeli juga",1
Amazon Prime Video,"Ini kenapa Telkomsel bikin kerjasama dengan aplikasi sampah seperti ini, beli paket data include berlangganan 30 hari aplikasi ini tapi pada saat ingin memainkan vidio nya malah di suruh berlangganan bulanan lagi. Sempet aga sedikit kurang puas dengan Disney + hotstar, tapi untuk aplikasi ini sangat mengecewakan menurut saya",1
Amazon Prime Video,"Bagus banyak film nya, cuman syg text Indonesia nya suka gaco keluar duluan gak jelas jadi nya .. tolong diperbaiki lagi, nanti bintang ditambah jadi 5 bintang sempurna ..",2
Amazon Prime Video,"Hello apa apaan ini, saya sudah perpanjang, saldo saya berkurang, pas masuk aplikasi malah suruh login, giliran log in tdk bisa, dg alasan password salah lah, email tdk benar lah, kembalikan saldo saya!",1
Amazon Prime Video,"Kenapa y,? kan sudah langganan d paket Telkomsel untuk 30 day, tp mau nonton kok tetap d suruh bayar dlu untuk langganan,? Akun dan no HP nya udh d masuk kan sesuai dengan yg d daftarin, SMS sama email verification sdh masuk juga menyatakan akun sdh aktif,... Tp tetap gk bisa masuk... Harus bayar biaya berlangganan dlu,....",1
Amazon Prime Video,"Tiba tiba ga bisa dipake, dibuat nonton memang suaranya keluar, tapi gambarnya ga keluar, cuma full Hitam, nge bug atau emang aplikasinya jelek????",1
Amazon Prime Video,"beli paket di telkomsel dan dapet langganan prime video ini, di web log in dengan nomer yang sama, tapi pas di apknya malahan gabisa, dan ini udah kedua kalinya gabisa terus dan gak di kenal nomer telfon yang terdaftar, aneh banget tolongg. prime video ayok dong di benerin lagi sistemnya. kalo kayak gini terus setiap berlangganan gabisa dipake dong 😂🙏🏻",1
Amazon Prime Video,"Untuk saat ini belum menemukan kendala, streaming lancar, kualitas video bagus,,, tampilan antar muka pemutar film yg unik dilengkapi nama pemain berikut nama peranan secara real times jadi penonton bisa lebih mudah mengenal siapa saja nama pemain/peranan yg saat itu ditampilkan.",5
Amazon Prime Video,"kerja sama bareng Telkomsel tapi kok gak otomatis masuk gitu sih..daftar berkali-kali pas mau masuk tetap aja dibilang salah nomor padahal udah di konfirmasi bahkan udah lewat link di SMS untuk konfirmasi akun premium lewat no Telkomsel. Ribet pembuatan akunnya.. Mau masuk akun aja ribet, mana kuota nonton yg didapat dari Telkomsel gak bisa di pakai..gegara ribetnya ni apk",1
Amazon Prime Video,Saya download dan baru berlangganan dengan biaya 65.000 plus pajak.. blm ada 24 jam tiba2 akun saya di hold dan setelah mengikuti arahan yang masuk ke email untuk verifikasi lanjutan. Setelah kurang dari 24 jam akun saya di tutup olah pihak Amazon.. sangat2 mengecewakan. Lalu uang saya yang 65.000 hangus begitu saja tanpa bisa saya nikmati fasilitasnya..,1
Amazon Prime Video,Saya baru mulai langganan tiba2 di close smua film tidak bisa dibuka dengan alasan saya pakai layanan Proksi atau vpn tapi saya tidak pakai itu udh di cek juga.Heran koq bisa siy seperti ini beda ama aplikasi lain.ga rekomen bgt deh,1
Amazon Prime Video,"Ada apa si sama apikasi ini, dapet free premium melalui pembelian kuota telkomsel tapi pas masuk ke linknya menuju ke playstore, lah terus suru apa di playstore? Aplikasi udah di up sampe bingung sendiri,jadi ga berguna dapet free. Jadi harus beli premium lagi yg terpisah dari paketan telkomsel.",2
Amazon Prime Video,udah bayar nggak dapet langganan nya,1
Amazon Prime Video,"Apknya cacat sumpah. pagi ditonton baik baik aja, siangnya mau lanjut nonton malah dibilang filmnya ga tersedia. Koplak koplak, apk masih cacat tapi udh share + promonya kenceng bngt. Udah gtu ada film yg ga subtitle Indonesianya. Dari tahun ke tahun ga ada perubahannya",1
Amazon Prime Video,"Saya unduh video lama banget, padahal WiFi saya tergolong cepet, saya download di Disney Hotstar aja 1 film ga ada 2 menit, disini 1 film 20 menit baru ke download 2%, kecewa berat sama aplikasi ini, heran Telkomsel malah pindah haluan paket langganan sama Prime Video, udah bagus sama Disney Hotstar padahal.",1
Amazon Prime Video,"Masih banyak kurangnya, dari ui yang lambat memuat konten, lambat untuk load video yang baru ditonton, dan subtitle yang kadang tidak langsung muncul membuat experience menonton disini berkurang",2
Amazon Prime Video,"Kumpulan film dan serial di aplikasi ini menarik dan bagus2, tapi saya sudah membayar membership 2 kali pada 13 dan 30 Agustus 2022 tetap tidak bisa mendapatkan benefit dari membership itu. Apakah pembayaran via Gopay memang sering error? Saya akan tetap memberikan bintang 1 sampai masalah ini diselesaikan. Terima kasih",1
Amazon Prime Video,"Mau LOGIN SUSAH Banget.... Udah login balik ke halaman login lagi. Hp saya S20 fe. Kalau di TV TCL bisa. Saya kan langganan yg multi device. Nggak tahu masalahnya apa, nggak dijelaskan. Kalau salah password kan ada peringatan. Ini nggak ada peringatan apapun.",1
Amazon Prime Video,"Aplikasi ribet. Dapat bonus berlangganan dari provider. Sudah daftar gunakan nomor hp trus dapat nomor otp tapi waktu mau sign in ga bisa, dibilang ""nomer telpon salah"". Bagaimana bisa dapat nomor otp kalo nomor yang dimasukan salah.",1
Amazon Prime Video,"Awalnya nyoba2 beli paket prime video 1 bulan, terus bulan berikutnya otomatis berlangganan terus tagihan via shopee kan aku gak mau kenapa kok bisa gitu, mau login ke aplikasi via handphone juga susah amat tidak ditemukan terus pdhl di televisi bisa pakai akun yg sama. Tolong ditindak lanjuti ya prime video",1
Amazon Prime Video,"Saya baru langganan menggunakan saldo google play, tp ga bisa di gunain. Keterangan masih harus regis lagi di web, coba regis di web malah di suruh bayar lagi. Cs tidak ada di indo, sulit di hubungi dan kena biaya call le luar negeri. Mending film"" bagus jangan di prime deh, karna prime menyulitkan customer.",1
Amazon Prime Video,"Maksude gimana sih baru satu hari udah bayar paketan juga, yang awale bisa buat nonton tiba2 kok jadi ada aktivitas tidak biasa di akun anda, dan gak bisa login, boro2 aktifitas tidak biasa download baru sekali ini karena ada film yang pengen ditonton di apk ini, kebangetan dahh",2
Amazon Prime Video,"Mohon di permudah cara pembayaran nya, saya memakai kartu im3 🙏 sudah mengikuti link im3 nya, namun tidak terkonfirmasi pembayaran nya, dan untuk perpanjang berlangganan melalui aplikasi nya hanya menggunakan kartu kredit 🙏😇 untuk daftar isi aplikasi nya kalian sudah se keren netflix, bukan membandingkan, cuman ingin kalian tahu 😇",5
Amazon Prime Video,aplikasi sampah. paket bundling yg jadi satu sama kuota telkomsel gak otomatis masuk. ribet. gak bisa langganannya. padahal nomer hp sama. beda kalo disney lanhsung otomatis kebuka langganannya. 👎,1
Amazon Prime Video,"Salah satu aplikasi ott yang cukup terjangkau karena dipaketin sama paket internet,walau itu cuman dapat versi mobilenya saja sih...ga tau kalau paketnya sudah ga ada lagi,masih mau lanjut langganan atau tidak...tapi saat ini lagi nikmatin original contentnya",4
Amazon Prime Video,Sulit untuk login padahal sudah terdaftar nomor seluler dan sudah verifikasi. Error terus. Mana kalo update film banyak ketinggalan sama aplikasi lain. Download gara2 dapat langganan dari telkomsel aja ini mah,1
Amazon Prime Video,"Sumpah ini aplikasi gk jelas.. Aq aktifin pake Telkomsel, tp gk bisa2 log in. Pdhl akun ny udh aktif. Bikin emosi... Pulsa udh kesedot, log in ny gk bs. Udh diikuti tata cara petunjuk2 ny, ttp aja gk bs.. Balik lagi balik lg ke awal. Gregeett 😡",1
Amazon Prime Video,"Sudah dua bulan gw langganan ga ada kendala apapun. kualitas video bagus banget,tampilan juga oke, filmnya berkualitas semua ada fitur untuk para bocil nonton dan dewasa tinggal gw milih. Kalo pengalaman saya sendiri sih biasanya koneksi internet ga bagus makanya kualitas video jelek kalo kualitas internet bagus sangat keren dah detail gambarnya. Terimakasih",5
Amazon Prime Video,"sudah bagus tapi mines nya layar terlalu gelap, diterangkan melalui kecerahan layar bawaan hp tetap saja gelap, malah yg ada hp makin panas + volume dah full tapi masih ga kedengeran.",3
Amazon Prime Video,"Udah bikin akun tiap login terjadi kesalahan nomor/email tidak ditemukan. Padahal udh login di web tinggal login di apknya. Di web udh coba ganti password, udh berhasil. Pas login di apk malah di blokir. Heran dah. Mending jgn donwload ini dah sumpah. Nyesel udh berlangganan",1
Amazon Prime Video,"film nya jelek-jelek dan lawas, yang terbaru series drama dan film eksklusif amazon prime dan jelek semua, alur nya boring, masih bagusan list film yang ada di Disney Hotstar+. Dikira pecinta India, kebanyakan New Movie nya film India semua, aca aca nehi nehi, ngabisin duit subscribtion listing new movie nya 98% India, hedeehh 😑",1
Amazon Prime Video,"apk gajelas, saya baru daftar aja banyak bgt cobaannya, entah itu no hp salah, error, kata sandi salah, banyak bgt halangannya, yang awalnya saya bersemangat download jdi emosi kayak gini, udah buka tutup apk dicoba terus masih aja gabisa heran saya",1
Amazon Prime Video,"aplikasi nya gak jelas udah berlangganan lewat gopay, bayar juga melalui pilihan dari aplikasi nya tapi malah tetep gak bisa nonton padahal saldo gopay udah kepotong. Aplikasi nonton paling gak banget deh ribet gak kayak aplikasi nonton yang lain",1
Amazon Prime Video,Kemungkinan ada bug di pendaftaran akun baru.saya sudah coba memasukkan kode yang dikirim pihak amazon namun setelah loading selesai saya kembali ke halaman yang sama.itu terjadi berulang kali hingga saya bosan dan memutuskan mencoba lagi esok hari.,1
Amazon Prime Video,"Film2 nya bagus2 tapi masalah ada di menu subtitle nya kadang muncul kadang enggak, jadi badmood duluan karena terlalu lama nunggu subtitle nya.",3
Amazon Prime Video,"Aplikasi dengan cara daftar yg paling ribet. Opsi bikin baru tulis nama, setelah diisi, keluar notif alamat dan ponsel tidak terverifikasi. Lalu kesalahan internal, dsb. Aneh ni aplikasi",1
Amazon Prime Video,"Sudah berlangganan paket bundling Telkomsel malah tidak bisa di tonton. Disuruh berlangganan katanyam jadi bingung merasa sia-sia oake paket ini. Masih enakan bulan sebelumnya bundling paket dengan aplikasi tetangga. Padahal sudah daftar n login pakai nomor Telkomsel yang terdaftar. Tolong diperbaiki lagi pihak prime, kesian Telkomsel nya pusing karena beberapa pelanggqan pasti pada komplain. Terima kasih",1
Amazon Prime Video,"Beli kuota Telkomsel,gratis prime video 30 hari .. top deh .. Tapi agak susah mau nontonnya karena setelah isi kuota,buka app Prime,film yg mau di tonton malah ga bisa .. hehehe ,namanya juga gratis .. yaaa begituu deh .",5
Amazon Prime Video,"Kenapa sudah bayar langganan di tgl.07/09/22 lewat Google Play masa berlaku nya sudah habis sebelum 1 bulan. Harusnya di tagih lagi tgl.07/10/22 skrg aplikasi sudah tidak bisa di gunakan untuk streaming lagi Aplikasi sampah, sudah di bayar berkali-kali tetep tidak bisa di gunakan",1
Amazon Prime Video,"Sebenarnya ini sangat bagus,, dari segi kwalitas video,sound,dsb. Minus: untuk bisa berlangganan video prime ini di indonesia agak sulit, disini sy memperolehnya dari salah satu operator selular #telkomsel#, sedang ketika saya menghubungkan dengan email google opsi yang tersedia hanya kartu kredit. krn org indonesia tidak banyak yg memakai kartu kredit ini sangat sulit Untuk yg komen di bawah tentang resolusi video ini, ada di pengaturan sayang,,",4
Amazon Prime Video,"Login menggunakan nomor akun ribet nya bukan main. Dan selalu koneksi yg disalahkan. Tau banget orang mau pake gratisan dari bonus pembelian paket data yaa, langsung dipersulit. Hahaha.... Bangke sih yaa...",1
Amazon Prime Video,Untuk film film yang ada di prime video ini enggak terlalu banyak menurut ku ya. Dan film film nya enggak terlalu seru. Ya 1 atau 3 film lah yang seru. Untuk apk nya harus di perbaiki lagi tampilan nya biar nyaman lihat nya. Film film nya di tambah lagi biar banyak. Dan buat prime video ini bersahabat dengan kuota biar kalo nonton kuota enggak cepat habis. Terimakasih.,1
Amazon Prime Video,Mau nonton aja susah. Harus berlanggan dululah. Stelahnya bayar 59ribu. Maaf saya Uninstal. Banyak ribetnya. Mau nonton aja ribet. Banyak syaratnya. Paket dah banyak masih aja ga bisa nonton. Huuhh... Ga bebas nonton disini. Nonton boleh asal ada paket masih mending. Ini udh ga bisa ditonton ga bisa dibuka. Ehh malah suruh brlanggann sdahnya bayar 60rb. Ga minat sama skali. Makasih tawarannya😤💪🏻,1
Amazon Prime Video,"Aplikasi sering error saat memutar film tidak ada video hanya suara dan subtitle saja, padahal waktu langganan prime saya masih aktif.",2
Amazon Prime Video,"beberapa sudah bagusss tinggal masukin aja sih film film nyaa, cuman tampilan buat genre dll masih kurang, masih ketutupan lah istilahnya buat yang lainn coba di update lagi tampilannya yang lebih menarikkk,",4
Amazon Prime Video,"jujur sih jelek film region regionan , jadi berasa dikit film nya , update film nya berasa lama , fitur pencarian dengan audio indonesia ga ada . padahal dulu ada .",1
Amazon Prime Video,"Saya sudah log in dan daftar, malah ga bisa tulisannya terhambat vpn. Sedangkan saya ga pernah pakai vpn sama sekali. Akhirnya sy batalkan. Dan dana sy masih blm kembali sampe skrg",1
Amazon Prime Video,"Film animasi anak anak nya banyak yg hilang, tiba tiba isi nya jd film film lama padahal kemarin kemarin sempat update banyak pilihan nya, skrng jd sedikit sayang sekali, mengecewakan",2
Amazon Prime Video,"Aplikasi ga guna , udah bayar langganan malah di blokir akun saya , alasannya nomor yang terdaftar sama nomor pembayaran beda ! Tapi duit di potong , suu lah !!",1
Amazon Prime Video,"Secara tiba-tiba minta login ulang setelahnya data langganan saya hilang, tapi masih ada di google dan bisa diakses lewat tv, yg di aplikasi malah keterangannya belum berlangganan....bagaimana ini???",3
Amazon Prime Video,"Aplikasi aneh. Mau login tapi disuruh ""Hubungi Layanan Pelanggan"", Padahal saya sudah memasukkan email & password dengan benar. Tolong diperbaiki lagi sistem login-nya",1
Amazon Prime Video,"Saya download dan mau nyobain apk premier, pas daftar ribet banyak gagal nya padahal persyaratan sudah lengkap. Akhir nya saya uninstal download yg lain saja",1
Amazon Prime Video,"Coba deh di perbaiki lagi aplikasinya, masa udah bikin akun trus tiap mau login malah balik lagi ke bagian suruh isi email dan password begitu seterusnya, udah coba uninstall trus install ulang sampe 2x begitu lagi tiap mau login. Aplikasi nonton ter.............isi sendiri lah",1
Amazon Prime Video,"Ternyata banyak yg merasakan juga, berlangganan paket telkomsel tapi prime videonya gabisa dipake. Udah capek komplain lwt mytelkomsel dan DM IG mereka, ternyata ga ada hasilnya meski udh ditindaklanjuti. Ga tau telkomsel yg salah update rincian paket atau emang masalah di prime videonya. Biar adil, dua-duanya dikasih bintang satu",1
Amazon Prime Video,"Susah utk mengaktifkan paket bulanan yg didapat dari Telkomsel, apalagi di paket terbaru dimana browser Xiaomi tdk compatible dengan Amazon. Juga utk mengubah password, lebih susah dan membingungkan",1
Amazon Prime Video,Peecuma banget tiap bulan paket telkomsel selalu otomatis langganan prime video kalo aplikasinya gk bisa dibuka. Ribet banget aplikasi ini dan daftar juga susah. Sia-sia banget kagak bisa di pake langganannya. Buat yang mau download atau daftar aplikasi ini mending pikir ulang.,1
Amazon Prime Video,"Oke, udah ada peningkatan. Bug nya udah gak sereseh dulu. Diapresiasi bintang 3 dulu, soalnya ada bug yg kadang masih nongol. Tingkatin yok.",3
Amazon Prime Video,Saya tidak mengerti untuk kualitas videonya. Saya sudah mengatur ke kualitas terbaik tapi tetap kualitas yang di tampilkan setara dengan 480p. Padahal jaringan sangat baik saat pemutaran 1080p di aplikasi lain.,1
Amazon Prime Video,"sy punya 1 akun yg terhubung ke 2 perangkat, selama ini baik baik saja saat menonton di prime video. Namun beberapa hari terakhir saya selalu menonton di perangkat sy yg satunya, masalahnya subtitle nya selalu lebih cepat dari videonya jadi membingungkan. Saya pikir mungkin masalahnya di perangkat saya tsb. Tapi setelah menonton di perangkat saya ini, sama saja, subtitle nya tetap lebih cepat dari videonya. Apakah ada saran bantuan atau tlong segera tangani masalah ini.",3
Amazon Prime Video,tolong diperbaiki pembayarannya tolong karena jika ingin membayar lewat aplikasi amazon sangat ribet dan diarahkan kesitus Amazon jepang juga jika ingin berlangganan lagi lewat playstore sangat ribet jika lewat tanggal pembayaran saya sudah memperbaiki pembayaran namun akun saya tetap tidak aktif langgananya,1
Amazon Prime Video,"Fix ni aplikasi nipu. Udah donlot, daftar, eh pas muter video katanya g bisa alesan email/telepon beda. Cuma nyari data ""gratis percobaan"" setelah diklik oke gak bisa ditonton. Ati2 yg donlot ni app.",1
Amazon Prime Video,"saya sudah berlangganan video prime melalui aplikasi my telkomsel tapi kok malah tetep gak bisa di putar ya video nya itu aja, tolong penjelasanya. sedikit tambahan, kemarin saya udah download dan udah punya akun terus pas mau login ga bisa katanya akun nya ga ada lalu saya coba buat akun baru malah ga bisa juga ni aplikasi rusak atau kenapa dahhh. tambahan nihh login aja susah bangett, saya sudah isi sesuai dengan nomer yang berlangganan ehh malah nomer nya ga ada padahal saya udah isi sesuai r",1
Amazon Prime Video,"gabisa login maupun sign up, tolong diperbaiki ya",3
Amazon Prime Video,"Ayolah sekelas amazon masa download video aja lemotnya minta ampun padahal jaringan kenceng,jauh sekali di bandingkan disney+,perbiki lah aplikasinya,subtitle juga ngaco,masih bnyak yg harus di perbaiki ini aplikasi",1
